Movie Title,Oscar Ceremony Year,Cast Involved,Actor in a Leading Role,Actor in a Supporting Role,Actress in a Leading Role,Actress in a Supporting Role,Animated Feature Film,Animated Short Film,Art Direction,Best Picture,Cinematography,Costume Design,Directing,Documentary (Feature),Documentary (Short Subject),Documentary Feature Film,Documentary Short Film,Film Editing,Foreign Language Film,International Feature Film,Irving G. Thalberg Memorial Award,Jean Hersholt Humanitarian Award,Live Action Short Film,Makeup,Makeup and Hairstyling,Music (Original Score),Music (Original Song),Production Design,Short Film (Animated),Short Film (Live Action),Sound,Sound Editing,Sound Mixing,Visual Effects,Writing (Adapted Screenplay),Writing (Original Screenplay),Won_Oscars,Oscars_Won,Total_Oscars_Awarded,Percentage of Wins
Life of Pi,2013,"Claudio Miranda, Ang Lee, Tim Squyres, Mychael Danna, Gil Netter, Ang Lee and David Womark, Producers, Production Design: David Gropman; Set Decoration: Anna Pinnock, Eugene Gearty and Philip Stockton, Ron Bartlett, D.M. Hemphill and Drew Kunin, Bill Westenhofer, Guillaume Rocheron, Erik-Jan De Boer and Donald R. Elliott, Screenplay by David Magee",,,,,,,,Nominated,Winner,,Winner,,,,,Nominated,,,,,,,,Winner,,Nominated,,,,Nominated,Nominated,Winner,Nominated,,True,4,22,18.18
Life Overtakes Me,2020,John Haptas and Kristine Samuelson,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,24,0.0
"Life, Animated",2017,Roger Ross Williams and Julie Goldman,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Lifeboat,2019,Skye Fitzgerald and Bryn Mooser,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Lincoln,2013,"Daniel Day-Lewis, Tommy Lee Jones, Sally Field, Janusz Kaminski, Joanna Johnston, Steven Spielberg, Michael Kahn, John Williams, Steven Spielberg and Kathleen Kennedy, Producers, Production Design: Rick Carter; Set Decoration: Jim Erickson, Andy Nelson, Gary Rydstrom and Ronald Judkins, Screenplay by Tony Kushner",Winner,Nominated,,Nominated,,,,Nominated,Nominated,Nominated,Nominated,,,,,Nominated,,,,,,,,Nominated,,Winner,,,,,Nominated,,Nominated,,True,2,22,9.09
Lion,2017,"Dev Patel, Nicole Kidman, Greig Fraser, Dustin O'Halloran and Hauschka, Emile Sherman, Iain Canning and Angie Fielder, Producers, Screenplay by Luke Davies",,Nominated,,Nominated,,,,Nominated,Nominated,,,,,,,,,,,,,,,Nominated,,,,,,,,,Nominated,,False,0,23,0.0
Little Women,2020,"Saoirse Ronan, Florence Pugh, Jacqueline Durran, Alexandre Desplat, Amy Pascal, Producer, Written for the screen by Greta Gerwig",,,Nominated,Nominated,,,,Nominated,,Winner,,,,,,,,,,,,,,Nominated,,,,,,,,,Nominated,,True,1,24,4.17
Living,2023,"Bill Nighy, Written by Kazuo Ishiguro",Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,False,0,21,0.0
Logan,2018,Screenplay by Scott Frank & James Mangold and Michael Green; Story by James Mangold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,False,0,22,0.0
Logorama,2010,Nicolas Schmerkin,,,,,,,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,,True,1,23,4.35
Lone Survivor,2014,"Wylie Stateman, Andy Koyama, Beau Borders and David Brownlow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,Nominated,,,,False,0,23,0.0
Lou,2018,Dave Mullins and Dana Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,22,0.0
Love and Monsters,2021,"Matt Sloan, Genevieve Camilleri, Matt Everitt and Brian Cox",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,False,0,21,0.0
Loving,2017,Ruth Negga,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Loving Vincent,2018,"Dorota Kobiela, Hugh Welchman and Ivan Mactaggart",,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Luca,2022,Enrico Casarosa and Andrea Warren,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Lunana: A Yak in the Classroom,2022,Bhutan,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,False,0,22,0.0
Ma Rainey's Black Bottom,2021,"Chadwick Boseman, Viola Davis, Ann Roth, Sergio Lopez-Rivera, Mia Neal and Jamika Wilson, Production Design: Mark Ricker; Set Decoration: Karen O'Hara and Diana Stoughton",Nominated,,Nominated,,,,,,,Winner,,,,,,,,,,,,,Winner,,,Nominated,,,,,,,,,True,2,21,9.52
Mad Max: Fury Road,2016,"John Seale, Jenny Beavan, George Miller, Margaret Sixel, Lesley Vanderwalt, Elka Wardega and Damian Martin, Doug Mitchell and George Miller, Producers, Production Design: Colin Gibson; Set Decoration: Lisa Thompson, Mark Mangini and David White, Chris Jenkins, Gregg Rudloff and Ben Osmo, Andrew Jackson, Tom Wood, Dan Oliver and Andy Williams",,,,,,,,Nominated,Nominated,Winner,Nominated,,,,,Winner,,,,,,,Winner,,,Winner,,,,Winner,Winner,Nominated,,,True,6,23,26.09
"Madagascar, carnet de voyage (Madagascar, a Journey Diary)",2011,Bastien Dubois,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,22,0.0
Maestro,2024,"Bradley Cooper, Carey Mulligan, Matthew Libatique, Kazu Hiro, Kay Georgiou and Lori McCoy-Bell, Bradley Cooper, Steven Spielberg, Fred Berner, Amy Durning and Kristie Macosko Krieger, Producers, Steven A. Morrow, Richard King, Jason Ruder, Tom Ozanich and Dean Zupancic, Written by Bradley Cooper & Josh Singer",Nominated,,Nominated,,,,,Nominated,Nominated,,,,,,,,,,,,,,Nominated,,,,,,Nominated,,,,,Nominated,False,0,22,0.0
"Maggie Simpson in ""The Longest Daycare"" (The Longest Daycare)",2013,David Silverman,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,22,0.0
Maleficent,2015,Anna B. Sheppard,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Maleficent: Mistress of Evil,2020,"Paul Gooch, Arjen Tuiten and David White",,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,False,0,24,0.0
Man on Wire,2009,James Marsh and Simon Chinn,,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,,,,,,True,1,23,4.35
Manchester by the Sea,2017,"Casey Affleck, Lucas Hedges, Michelle Williams, Kenneth Lonergan, Matt Damon, Kimberly Steward, Chris Moore, Lauren Beck and Kevin J. Walsh, Producers, Written by Kenneth Lonergan",Winner,Nominated,,Nominated,,,,Nominated,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,Winner,True,2,23,8.7
Mank,2021,"Gary Oldman, Amanda Seyfried, Erik Messerschmidt, Trish Summerville, David Fincher, Gigi Williams, Kimberley Spiteri and Colleen LaBaff, Trent Reznor and Atticus Ross, Ceán Chaffin, Eric Roth and Douglas Urbanski, Producers, Production Design: Donald Graham Burt; Set Decoration: Jan Pascale, Ren Klyce, Jeremy Molod, David Parker, Nathan Nance and Drew Kunin",Nominated,,,Nominated,,,,Nominated,Winner,Nominated,Nominated,,,,,,,,,,,,Nominated,Nominated,,Winner,,,Nominated,,,,,,True,2,21,9.52
Manon on the Asphalt (Manon sur le bitume),2009,Elizabeth Marre and Olivier Pont,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,23,0.0
Marcel the Shell with Shoes On,2023,"Dean Fleischer Camp, Elisabeth Holm, Andrew Goldman, Caroline Kaplan and Paul Mezey",,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,21,0.0
Margin Call,2012,Written by J.C. Chandor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,False,0,22,0.0
Marguerite,2019,Marianne Farley and Marie-Hélène Panisset,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,23,0.0
Marriage Story,2020,"Adam Driver, Scarlett Johansson, Laura Dern, Randy Newman, Noah Baumbach and David Heyman, Producers, Written by Noah Baumbach",Nominated,,Nominated,Winner,,,,Nominated,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,Nominated,True,1,24,4.17
Marvel's The Avengers (The Avengers),2013,"Janek Sirrs, Jeff White, Guy Williams and Dan Sudick",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,False,0,22,0.0
Mary Poppins Returns,2019,"Sandy Powell, Marc Shaiman, Production Design: John Myhre; Set Decoration: Gordon Sim",,,,,,,,,,Nominated,,,,,,,,,,,,,,Nominated,,Nominated,,,,,,,,,False,0,23,0.0
Mary Queen of Scots,2019,"Alexandra Byrne, Jenny Shircore, Marc Pilcher and Jessica Brooks",,,,,,,,,,Nominated,,,,,,,,,,,,,Nominated,,,,,,,,,,,,False,0,23,0.0
May December,2024,Screenplay by Samy Burch; Story by Samy Burch & Alex Mechanik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,False,0,22,0.0
Me and My Moulton,2015,Torill Kove,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,23,0.0
Memorable,2020,Bruno Collet and Jean-François Le Corre,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,24,0.0
Mexico,2019,Roma,,,,,,,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,True,1,23,4.35
Midnight in Paris,2012,"Production Design: Anne Seibel; Set Decoration: Hélène Dubreuil, Woody Allen, Letty Aronson and Stephen Tenenbaum, Producers, Written by Woody Allen",,,,,,,Nominated,Nominated,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,Winner,True,1,22,4.55
Milk,2009,"Sean Penn, Josh Brolin, Danny Glicker, Gus Van Sant, Elliot Graham, Danny Elfman, Dan Jinks and Bruce Cohen, Producers, Written by Dustin Lance Black",Winner,Nominated,,,,,,Nominated,,Nominated,Nominated,,,,,Nominated,,,,,,,,Nominated,,,,,,,,,,Winner,True,2,23,8.7
Minari,2021,"Steven Yeun, Yuh-Jung Youn, Lee Isaac Chung, Emile Mosseri, Christina Oh, Producer, Written by Lee Isaac Chung",Nominated,,,Winner,,,,Nominated,,,Nominated,,,,,,,,,,,,,Nominated,,,,,,,,,,Nominated,True,1,21,4.76
Minding the Gap,2019,Bing Liu and Diane Quon,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Miracle Fish,2010,Luke Doolan and Drew Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,23,0.0
Mirai,2019,Mamoru Hosoda and Yuichiro Saito,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Mirror Mirror,2013,Eiko Ishioka,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Missing Link,2020,"Chris Butler, Arianne Sutner and Travis Knight",,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,24,0.0
Mission: Impossible - Dead Reckoning Part One,2024,"Chris Munro, James H. Mather, Chris Burdon and Mark Taylor, Alex Wuttke, Simone Coco, Jeff Sutherland and Neil Corbould",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,Nominated,,,False,0,22,0.0
Moana,2017,"John Musker, Ron Clements and Osnat Shurer",,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Molly's Game,2018,Written for the screen by Aaron Sorkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,False,0,22,0.0
Mondays at Racine,2013,Cynthia Wade and Robin Honan,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Moneyball,2012,"Brad Pitt, Jonah Hill, Christopher Tellefsen, Michael De Luca, Rachael Horovitz and Brad Pitt, Producers, Deb Adair, Ron Bochar, David Giammarco and Ed Novick, Screenplay by Steven Zaillian and Aaron Sorkin; Story by Stan Chervin",Nominated,Nominated,,,,,,Nominated,,,,,,,,Nominated,,,,,,,,,,,,,,,Nominated,,Nominated,,False,0,22,0.0
Monsieur Lazhar,2012,Canada,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,22,0.0
Moonlight,2017,"Mahershala Ali, Naomie Harris, James Laxton, Barry Jenkins, Nat Sanders and Joi McMillon, Nicholas Britell, Adele Romanski, Dede Gardner and Jeremy Kleiner, Producers, Screenplay by Barry Jenkins; Story by Tarell Alvin McCraney",,Winner,,Nominated,,,,Winner,Nominated,,Nominated,,,,,Nominated,,,,,,,,Nominated,,,,,,,,,Winner,,True,3,23,13.04
Moonrise Kingdom,2013,Written by Wes Anderson & Roman Coppola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,False,0,22,0.0
Mother,2019,Rodrigo Sorogoyen and María del Puy Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,23,0.0
Mr. Hublot,2014,Laurent Witz and Alexandre Espigares,,,,,,,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,,True,1,23,4.35
Mr. Turner,2015,"Dick Pope, Jacqueline Durran, Gary Yershon, Production Design: Suzie Davies; Set Decoration: Charlotte Watts",,,,,,,,,Nominated,Nominated,,,,,,,,,,,,,,Nominated,,Nominated,,,,,,,,,False,0,23,0.0
Mrs. Harris Goes to Paris,2023,Jenny Beavan,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,False,0,21,0.0
Mudbound,2018,"Mary J. Blige, Rachel Morrison, Screenplay by Virgil Williams and Dee Rees",,,,Nominated,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,False,0,22,0.0
Mulan,2021,"Bina Daigeler, Sean Faden, Anders Langlands, Seth Maury and Steve Ingram",,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,Nominated,,,False,0,21,0.0
Music by Prudence,2010,Roger Ross Williams and Elinor Burkett,,,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,,,,,True,1,23,4.35
Mustang,2016,France,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,23,0.0
My Life as a Zucchini,2017,Claude Barras and Max Karli,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
My Nephew Emmett,2018,"Kevin Wilson, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,22,0.0
My Octopus Teacher,2021,"Pippa Ehrlich, James Reed and Craig Foster",,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,,,,,,True,1,21,4.76
My Week with Marilyn,2012,"Kenneth Branagh, Michelle Williams",,Nominated,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
My Year of Dicks,2023,Sara Gunnarsdóttir and Pamela Ribon,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,21,0.0
Na Wewe,2011,Ivan Goldschmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,22,0.0
Napoleon,2024,"Janty Yates and Dave Crossman, Production Design: Arthur Max; Set Decoration: Elli Griff, Charley Henley, Luc-Ewen Martin-Fenouillet, Simone Coco and Neil Corbould",,,,,,,,,,Nominated,,,,,,,,,,,,,,,,Nominated,,,,,,Nominated,,,False,0,22,0.0
Navalny,2023,"Daniel Roher, Odessa Rae, Diane Becker, Melanie Miller and Shane Boris",,,,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,,,,True,1,21,4.76
Nebraska,2014,"Bruce Dern, June Squibb, Phedon Papamichael, Alexander Payne, Albert Berger and Ron Yerxa, Producers, Written by Bob Nelson",Nominated,,,Nominated,,,,Nominated,Nominated,,Nominated,,,,,,,,,,,,,,,,,,,,,,,Nominated,False,0,23,0.0
Nefta Football Club,2020,Yves Piat and Damien Megherbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,24,0.0
Negative Space,2018,Max Porter and Ru Kuwahata,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,22,0.0
Never Look Away,2019,Caleb Deschanel,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
New Boy,2009,Steph Green and Tamara Anghie,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,23,0.0
News of the World,2021,"Dariusz Wolski, James Newton Howard, Production Design: David Crank; Set Decoration: Elizabeth Keenan, Oliver Tarney, Mike Prestwood Smith, William Miller and John Pritchett",,,,,,,,,Nominated,,,,,,,,,,,,,,,Nominated,,Nominated,,,Nominated,,,,,,False,0,21,0.0
Night Ride,2023,Eirik Tveiten and Gaute Lid Larssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,21,0.0
Nightcrawler,2015,Written by Dan Gilroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,False,0,23,0.0
Nightmare Alley,2022,"Dan Laustsen, Luis Sequeira, Guillermo del Toro, J. Miles Dale and Bradley Cooper, Producers, Production Design: Tamara Deverell; Set Decoration: Shane Vieau",,,,,,,,Nominated,Nominated,Nominated,,,,,,,,,,,,,,,,Nominated,,,,,,,,,False,0,22,0.0
Nimona,2024,"Nick Bruno, Troy Quane, Karen Ryan and Julie Zackary",,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Nine,2010,"Penélope Cruz, Production Design: John Myhre; Set Decoration: Gordon Sim, Colleen Atwood",,,,Nominated,,,Nominated,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Ninety-Five Senses,2024,Jerusha Hess and Jared Hess,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
No,2013,Chile,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,22,0.0
No Time to Die,2022,"Simon Hayes, Oliver Tarney, James Harrison, Paul Massey and Mark Taylor, Charlie Noble, Joel Green, Jonathan Fawkner and Chris Corbould",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,Nominated,,,False,0,22,0.0
Nocturnal Animals,2017,Michael Shannon,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Nomadland,2021,"Frances McDormand, Joshua James Richards, Chloé Zhao, Chloé Zhao, Frances McDormand, Peter Spears, Mollye Asher, Dan Janvey and Chloé Zhao, Producers, Written for the screen by Chloé Zhao",,,Winner,,,,,Winner,Nominated,,Winner,,,,,Nominated,,,,,,,,,,,,,,,,,Nominated,,True,3,21,14.29
Nyad,2024,"Annette Bening, Jodie Foster",,,Nominated,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Nǎi Nai & Wài Pó,2024,Sean Wang and Sam Davis,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
O.J.: Made in America,2017,Ezra Edelman and Caroline Waterlow,,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,,,,,,True,1,23,4.35
Of Fathers and Sons,2019,"Talal Derki, Ansgar Frerich, Eva Kemme and Tobias N. Siebert",,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Oktapodi,2009,Emud Mokhberi and Thierry Marchand,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,23,0.0
Omar,2014,Palestine,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,23,0.0
On My Mind,2022,Martin Strange-Hansen and Kim Magnusson,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,22,0.0
Once upon a Time...in Hollywood,2020,"Leonardo DiCaprio, Brad Pitt, Robert Richardson, Arianne Phillips, Quentin Tarantino, David Heyman, Shannon McIntosh and Quentin Tarantino, Producers, Production Design: Barbara Ling; Set Decoration: Nancy Haigh, Wylie Stateman, Michael Minkler, Christian P. Minkler and Mark Ulano, Written by Quentin Tarantino",Nominated,Winner,,,,,,Nominated,Nominated,Nominated,Nominated,,,,,,,,,,,,,,,Winner,,,,Nominated,Nominated,,,Nominated,True,2,24,8.33
One Night in Miami...,2021,"Leslie Odom, Jr., Screenplay by Kemp Powers",,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,False,0,21,0.0
One Small Step,2019,Andrew Chesworth and Bobby Pontillas,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,23,0.0
Onward,2021,Dan Scanlon and Kori Rae,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,21,0.0
Open Heart,2013,Kief Davidson and Cori Shepherd Stern,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Opera,2021,Erick Oh,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,21,0.0
Oppenheimer,2024,"Cillian Murphy, Robert Downey Jr., Emily Blunt, Hoyte van Hoytema, Ellen Mirojnick, Christopher Nolan, Jennifer Lame, Luisa Abel, Ludwig Göransson, Emma Thomas, Charles Roven and Christopher Nolan, Producers, Production Design: Ruth De Jong; Set Decoration: Claire Kaufman, Willie Burton, Richard King, Gary A. Rizzo and Kevin O'Connell, Written for the screen by Christopher Nolan",Winner,Winner,,Nominated,,,,Winner,Winner,Nominated,Winner,,,,,Winner,,,,,,,Nominated,Winner,,Nominated,,,Nominated,,,,Nominated,,True,7,22,31.82
Our Curse,2015,Tomasz Śliwiński and Maciej Ślesicki,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Our Uniform,2024,Yegane Moghaddam,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Outside the Law (Hors-la-loi),2011,Algeria,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,22,0.0
Over the Moon,2021,"Glen Keane, Gennie Rim and Peilin Chou",,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,21,0.0
Pachyderme,2024,Stéphanie Clément and Marc Rius,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Pain and Glory,2020,"Antonio Banderas, Spain",Nominated,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,False,0,24,0.0
Paperman,2013,John Kahrs,,,,,,,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,,True,1,22,4.55
Paradise Lost 3: Purgatory,2012,Joe Berlinger and Bruce Sinofsky,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Parallel Mothers,2022,"Penélope Cruz, Alberto Iglesias",,,Nominated,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,False,0,22,0.0
ParaNorman,2013,Sam Fell and Chris Butler,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Parasite,2020,"Bong Joon Ho, Yang Jinmo, South Korea, Kwak Sin Ae and Bong Joon Ho, Producers, Production Design: Lee Ha Jun; Set Decoration: Cho Won Woo, Screenplay by Bong Joon Ho, Han Jin Won; Story by Bong Joon Ho",,,,,,,,Winner,,,Winner,,,,,Nominated,,Winner,,,,,,,,Nominated,,,,,,,,Winner,True,4,24,16.67
Parvaneh,2015,Talkhon Hamzavi and Stefan Eichenberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,23,0.0
Passengers,2017,"Thomas Newman, Production Design: Guy Hendrix Dyas; Set Decoration: Gene Serdena",,,,,,,,,,,,,,,,,,,,,,,,Nominated,,Nominated,,,,,,,,,False,0,23,0.0
Past Lives,2024,"David Hinojosa, Christine Vachon and Pamela Koffler, Producers, Written by Celine Song",,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,False,0,22,0.0
Pear Cider and Cigarettes,2017,Robert Valley and Cara Speller,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,23,0.0
Pearl,2017,Patrick Osborne,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,23,0.0
Pentecost,2012,Peter McDonald and Eimear O'Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,22,0.0
Perfect Days,2024,Japan,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,False,0,22,0.0
Period. End of Sentence.,2019,Rayka Zehtabchi and Melissa Berton,,,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,,,,,True,1,23,4.35
Phantom Thread,2018,"Daniel Day-Lewis, Lesley Manville, Mark Bridges, Paul Thomas Anderson, Jonny Greenwood, JoAnne Sellar, Paul Thomas Anderson, Megan Ellison and Daniel Lupi, Producers",Nominated,,,Nominated,,,,Nominated,,Winner,Nominated,,,,,,,,,,,,,Nominated,,,,,,,,,,,True,1,22,4.55
Philomena,2014,"Judi Dench, Alexandre Desplat, Gabrielle Tana, Steve Coogan and Tracey Seaward, Producers, Screenplay by Steve Coogan and Jeff Pope",,,Nominated,,,,,Nominated,,,,,,,,,,,,,,,,Nominated,,,,,,,,,Nominated,,False,0,23,0.0
Pieces of a Woman,2021,Vanessa Kirby,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,21,0.0
Pina,2012,Wim Wenders and Gian-Piero Ringel,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Pinocchio,2021,"Massimo Cantini Parrini, Mark Coulier, Dalia Colli and Francesco Pegoretti",,,,,,,,,,Nominated,,,,,,,,,,,,,Nominated,,,,,,,,,,,,False,0,21,0.0
Piper,2017,Alan Barillaro and Marc Sondheimer,,,,,,,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,,True,1,23,4.35
Pitääkö mun kaikki hoitaa? (Do I Have to Take Care of Everything?),2014,Selma Vilhunen and Kirsikka Saari,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,23,0.0
Please Hold,2022,K.D. Dávila and Levin Menekse,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,22,0.0
Poland,2019,Cold War,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,23,0.0
Poor Things,2024,"Mark Ruffalo, Emma Stone, Robbie Ryan, Holly Waddington, Yorgos Lanthimos, Yorgos Mavropsaridis, Nadia Stacey, Mark Coulier and Josh Weston, Jerskin Fendrix, Ed Guiney, Andrew Lowe, Yorgos Lanthimos and Emma Stone, Producers, Production Design: James Price and Shona Heath; Set Decoration: Zsuzsa Mihalek, Screenplay by Tony McNamara",,Nominated,Winner,,,,,Nominated,Nominated,Winner,Nominated,,,,,Nominated,,,,,,,Winner,Nominated,,Winner,,,,,,,Nominated,,True,4,22,18.18
Possessions,2014,Shuhei Morita,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,23,0.0
Poster Girl,2011,Sara Nesson and Mitchell W. Block,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
